city,year,weekofyear,total_cases
iq,2020,33,2
iq,2020,34,4
iq,2020,35,0
iq,2020,36,6
iq,2020,37,3
iq,2020,38,2
iq,2020,39,6
iq,2020,40,2
iq,2020,41,7
iq,2020,42,4
iq,2020,43,6
iq,2020,44,6
iq,2020,45,2
iq,2020,46,13
iq,2020,47,10
iq,2020,48,5
iq,2020,49,2
iq,2020,50,0
iq,2020,51,1
iq,2021,1,0
iq,2021,2,14
iq,2021,3,6
iq,2021,4,10
iq,2021,5,5
iq,2021,6,12
iq,2021,7,9
iq,2021,8,5
iq,2021,9,11
iq,2021,10,2
iq,2021,11,6
iq,2021,12,7
iq,2021,13,6
iq,2021,14,5
iq,2021,15,9
iq,2021,16,5
iq,2021,17,8
iq,2021,18,3
iq,2021,19,4
iq,2021,20,11
iq,2021,21,5
iq,2021,22,8
iq,2021,23,4
iq,2021,24,3
iq,2021,25,1
iq,2021,26,2
iq,2021,27,3
iq,2021,28,4
iq,2021,29,1
iq,2021,30,8
iq,2021,31,5
iq,2021,32,3
iq,2021,33,2
iq,2021,34,7
iq,2021,35,1
iq,2021,36,6
iq,2021,37,7
iq,2021,38,5
iq,2021,39,2
iq,2021,40,6
iq,2021,41,11
iq,2021,42,6
iq,2021,43,3
iq,2021,44,11
iq,2021,45,11
iq,2021,46,5
iq,2021,47,4
iq,2021,48,9
iq,2021,49,23
iq,2021,50,28
iq,2021,51,26
iq,2021,52,7
iq,2022,1,29
iq,2022,2,58
iq,2022,3,26
iq,2022,4,38
iq,2022,5,35
iq,2022,6,37
iq,2022,7,20
iq,2022,8,29
iq,2022,9,25
iq,2022,10,23
iq,2022,11,9
iq,2022,12,3
iq,2022,13,6
iq,2022,14,6
iq,2022,15,3
iq,2022,16,1
iq,2022,17,3
iq,2022,18,1
iq,2022,19,1
iq,2022,20,0
iq,2022,21,2
iq,2022,22,1
iq,2022,23,1
iq,2022,24,0
iq,2022,25,0
iq,2022,26,1
iq,2022,27,0
iq,2022,28,3
iq,2022,29,3
iq,2022,30,1
iq,2022,31,5
iq,2022,32,2
iq,2022,33,5
iq,2022,34,5
iq,2022,35,5
iq,2022,36,9
iq,2022,37,17
iq,2022,38,19
iq,2022,39,25
iq,2022,40,45
iq,2022,41,34
iq,2022,42,63
iq,2022,43,44
iq,2022,44,50
iq,2022,45,35
iq,2022,46,16
iq,2022,47,16
iq,2022,48,13
iq,2022,49,9
iq,2022,50,15
iq,2022,51,4
iq,2022,52,0
iq,2023,1,1
iq,2023,2,10
iq,2023,3,11
iq,2023,4,29
iq,2023,5,35
iq,2023,6,30
iq,2023,7,20
iq,2023,8,21
iq,2023,9,12
iq,2023,10,9
iq,2023,11,11
iq,2023,12,9
iq,2023,13,5
iq,2023,14,11
iq,2023,15,3
iq,2023,16,5
iq,2023,17,5
iq,2023,18,4
iq,2023,19,4
iq,2023,20,1
iq,2023,21,0
iq,2023,22,2
iq,2023,23,3
iq,2023,24,3
iq,2023,25,5
iq,2023,26,2
iq,2023,27,1
iq,2023,28,2
iq,2023,29,0
iq,2023,30,0
iq,2023,31,3
iq,2023,32,5
iq,2023,33,5
iq,2023,34,7
iq,2023,35,5
iq,2023,36,2
iq,2023,37,2
iq,2023,38,2
iq,2023,39,0
iq,2023,40,2
iq,2023,41,1
iq,2023,42,1
iq,2023,43,2
iq,2023,44,2
iq,2023,45,3
iq,2023,46,9
iq,2023,47,5
iq,2023,48,5
iq,2023,49,4
iq,2023,50,4
iq,2023,51,1
iq,2023,52,0
iq,2023,53,0
iq,2024,1,10
iq,2024,2,9
iq,2024,3,17
iq,2024,4,16
iq,2024,5,11
iq,2024,6,12
iq,2024,7,19
iq,2024,8,15
iq,2024,9,12
iq,2024,10,12
iq,2024,11,16
iq,2024,12,9
iq,2024,13,4
iq,2024,14,9
iq,2024,15,6
iq,2024,16,8
iq,2024,17,4
iq,2024,18,2
iq,2024,19,7
iq,2024,20,6
iq,2024,21,5
iq,2024,22,8
iq,2024,23,1
iq,2024,24,1
iq,2024,25,4
iq,2024,26,2
iq,2024,27,1
iq,2024,28,2
iq,2024,29,0
iq,2024,30,0
iq,2024,31,3
iq,2024,32,5
iq,2024,33,5
iq,2024,34,7
iq,2024,35,5
iq,2024,36,2
iq,2024,37,2
iq,2024,38,2
iq,2024,39,0
iq,2024,40,2
iq,2024,41,1
iq,2024,42,1
iq,2024,43,2
iq,2024,44,2
iq,2024,45,3
iq,2024,46,9
iq,2024,47,5
iq,2024,48,5
iq,2024,49,4
iq,2024,50,4
